iter	RMSE
261	0.9733190744
262	0.9727211785
263	0.9720369854
264	0.9706172569
265	0.9700589959
266	0.9686993347
267	0.9633395688
268	0.9628130623
269	0.9615197896
270	0.9597256308
271	0.9556594122
272	0.9519157189
273	0.946734265
274	0.945552916
275	0.9408208157
276	0.9362200472
277	0.9322250403
278	0.931103849
279	0.926546398
280	0.9244618855
281	0.9207535858
282	0.9170039012
283	0.9137302359
284	0.9127375841
285	0.9099544572
286	0.9092747679
287	0.9056561527
288	0.9024008304
289	0.9015078617
290	0.8988710646
291	0.8981713735
292	0.8949073304
293	0.8942848901
294	0.893620418
295	0.8929735529
296	0.8889027483
297	0.8866398661
298	0.8854011822
299	0.882278452
300	0.8788847591
301	0.8759446709
302	0.8726684139
303	0.8695516701
304	0.8669783746
305	0.8641395776
306	0.8616643309
307	0.8613784027
308	0.8583169978
309	0.8578116774
310	0.8549337354
311	0.8521780074
312	0.8494181221
313	0.8491538772
314	0.8488959361
315	0.8486441396
316	0.8459423496
317	0.8429324252
318	0.8405237156
319	0.8375890225
320	0.8373553327
321	0.8351098647
322	0.8333741909
323	0.8317281118
324	0.8292955772
325	0.8270121161
326	0.8250936724
327	0.8235651871
328	0.8211669935
329	0.8176706823
330	0.8155626432
331	0.8141163438
332	0.8118665228
333	0.8114595858
334	0.8092995017
335	0.8065916254
336	0.8045208683
337	0.8041718106
338	0.8022304619
339	0.8009965493
340	0.7993157762
341	0.7989338199
342	0.7962796594
343	0.7950050041
344	0.792986022
345	0.7926266832
346	0.7904532358
347	0.7880313172
348	0.7862331485
349	0.7839691043
350	0.7817252065
351	0.7797100073
352	0.7774820074
353	0.774790048
354	0.7732600877
355	0.7708322257
356	0.7687338771
357	0.7670066995
358	0.7653927337
359	0.7629672223
360	0.7603123733
361	0.7587402435
362	0.7572305173
363	0.7542577179
364	0.7523762663
365	0.7504202434
366	0.7489498016
367	0.7473294208
368	0.7451206545
369	0.7431950914
370	0.7413090629
371	0.7398633937
372	0.7379703167
373	0.7359597082
374	0.7336196889
375	0.7311057922
376	0.729595324
377	0.7282835162
378	0.7264184197
379	0.7238019434
380	0.7228771717
381	0.7211439557
382	0.7202413038
383	0.7186681227
384	0.7165226073
385	0.7150627286
386	0.7137673218
387	0.7123388323
388	0.7108755272
389	0.7093515342
390	0.7078179956
391	0.7058096083
392	0.7026336497
393	0.7013574393
394	0.6996190257
395	0.6974600967
396	0.6959560147
397	0.6945600633
398	0.6940731858
399	0.6929977044
400	0.6922279395
401	0.6898916045
402	0.6880200802
403	0.686292231
404	0.6854675694
405	0.682849175
406	0.6822527131
407	0.6809473191
408	0.6797096368
409	0.6794766911
410	0.6777589114
411	0.6768732714
412	0.676537962
413	0.6749019456
414	0.673403444
415	0.6726586963
416	0.6720997537
417	0.6708874842
418	0.6682078994
419	0.6673769883
420	0.6648576969
421	0.6637663139
422	0.6627038988
423	0.6621119679
424	0.6607720455
425	0.6587171429
426	0.6571591208
427	0.6561846809
428	0.6535272718
429	0.6527183614
430	0.6515196141
431	0.6506079286
432	0.6494816584
433	0.6480158152
434	0.6470047897
435	0.645128276
436	0.6432737198
437	0.6421521372
438	0.6408791036
439	0.6393742321
440	0.637968856
441	0.636920716
442	0.6355671625
443	0.6344792388
444	0.6323817057
445	0.6307432785
446	0.6296807552
447	0.6277357007
448	0.6265499938
449	0.6247624147
450	0.6234057688
451	0.6224598775
452	0.6212384251
453	0.6197245823
454	0.6183625767
455	0.6166598941
456	0.6158572589
457	0.6147210552
458	0.6132716498
459	0.6120298163
460	0.6106511457
461	0.6098799272
462	0.6090339627
463	0.6072309189
464	0.6061985862
465	0.6050250444
466	0.6039752735
467	0.6021993875
468	0.6020805105
469	0.6002902161
470	0.5988631458
471	0.5971559877
472	0.5964042504
473	0.5957677196
474	0.5956299224
475	0.5948375207
476	0.5939791159
477	0.5933153516
478	0.5915453484
479	0.5898070142
480	0.5886499015
481	0.587588382
482	0.5867965497
483	0.585975951
484	0.5854722187
485	0.5845521425
486	0.5839297591
487	0.5819937647
488	0.5814498467
489	0.5798559118
490	0.5787043597
491	0.5786006333
492	0.5766689465
493	0.5755826522
494	0.5747436301
495	0.5741396625
496	0.572734659
497	0.5708747329
498	0.5693082745
499	0.5686230812
500	0.5685040353
501	0.5673771614
502	0.5657475819
503	0.5652617592
504	0.5636722314
505	0.5624825137
506	0.5619897855
507	0.5608098453
508	0.5598745236
509	0.5591406937
510	0.557318788
511	0.5564018807
512	0.5555110798
513	0.5547382255
514	0.5539947612
515	0.552949364
516	0.5523438039
517	0.5514683857
518	0.5503960501
519	0.5502412439
520	0.5488260003
521	0.5474286193
522	0.5461426456
523	0.5451557078
524	0.5438926235
525	0.5432237265
526	0.5415257583
527	0.5410770844
528	0.5409894429
529	0.539618882
530	0.5384520996
531	0.5368690657
532	0.5363369947
533	0.5362503216
534	0.5352858009
535	0.5338144581
536	0.5329665174
537	0.5313825084
538	0.5304178138
539	0.5299862319
540	0.5291519451
541	0.5287525389
542	0.5279101865
543	0.5265041435
544	0.5250239694
545	0.5244868279
546	0.5239613767
547	0.5238766413
548	0.523268047
549	0.5217964935
550	0.5211144899
551	0.5208829265
552	0.5194792614
553	0.5181903781
554	0.5174147525
555	0.5161686832
556	0.5150627347
557	0.5144652272
558	0.5139218486
559	0.5128895121
560	0.5114507813
561	0.5102870063
562	0.5102098237
563	0.5091780769
564	0.508144749
565	0.5076839257
566	0.5071223316
567	0.5058927298
568	0.5054185936
569	0.505069373
570	0.5043493481
571	0.5038275945
572	0.5032957625
573	0.5028544085
574	0.5017510799
575	0.5016752148
576	0.5014091363
577	0.5008332837
578	0.4994041262
579	0.4983679295
580	0.4971866875
581	0.4961773871
582	0.4949523798
583	0.4938529604
584	0.4933592658
585	0.4922747614
586	0.4916053028
587	0.4912357768
588	0.4901733345
589	0.48905167
590	0.4886803153
591	0.4882624059
592	0.4873899155
593	0.4862354676
594	0.4856491195
595	0.4851784752
596	0.4843118127
597	0.4834364135
598	0.4824953718
599	0.4811491467
600	0.4801799794
601	0.4793650998
602	0.4790577844
603	0.4780266811
604	0.4766401913
605	0.4761333161
606	0.4758012393
607	0.475445513
608	0.4745269725
609	0.4738327292
610	0.4725665484
611	0.4725166882
612	0.4722706044
613	0.4714358182
614	0.4702618652
615	0.4696332909
616	0.4693604227
617	0.4682916598
618	0.4673266398
619	0.4666461438
620	0.4663354738
621	0.4654361542
622	0.464870873
623	0.4645946005
624	0.4638629833
625	0.4630212766
626	0.4626806835
627	0.4620278502
628	0.4607942451
629	0.4598028557
630	0.4590539974
631	0.4582008582
632	0.457281143
633	0.4562739799
634	0.4557214876
635	0.4554147359
636	0.455138371
637	0.4543249255
638	0.454083146
639	0.4534799776
640	0.4531280087
641	0.4529407043
642	0.4519428157
643	0.4514783006
644	0.4503350891
645	0.4501273915
646	0.4492485614
647	0.4481685123
648	0.4473744807
649	0.4465613207
650	0.4463315653
651	0.4456119851
652	0.445401872
653	0.4451807655
654	0.4447234906
655	0.4446727401
656	0.4444227321
657	0.4442333373
658	0.4432852133
659	0.4431704398
660	0.4423488095
661	0.4419698423
662	0.4409165688
663	0.4399756143
664	0.439221237
665	0.438140132
666	0.4378599599
667	0.4371709383
668	0.4365793551
669	0.4355190357
670	0.4352330671
671	0.4345269744
672	0.4336067203
673	0.4333452228
674	0.4330977523
675	0.4322631755
676	0.4317198668
677	0.4313627748
678	0.4312009819
679	0.4303651771
680	0.4298864874
681	0.4291348045
682	0.4285252187
683	0.4276303885
684	0.4271602319
685	0.4264884758
686	0.4256422744
687	0.4248293579
688	0.4238868725
689	0.4237307827
690	0.4235533239
691	0.4235110213
692	0.4229924258
693	0.422177023
694	0.421989197
695	0.4213038557
696	0.4210847201
697	0.4205455987
698	0.4203615889
699	0.4201564647
700	0.4200117662
701	0.4190802296
702	0.4188429412
703	0.4185118453
704	0.4180824645
705	0.4172869208
706	0.4169263302
707	0.4163003838
708	0.4155885379
709	0.4144851298
710	0.4136065048
711	0.4134302664
712	0.4126300382
713	0.4118027468
714	0.4113618323
715	0.4103399653
716	0.4094487633
717	0.4090373518
718	0.4086491129
719	0.4080656695
720	0.4073683826
721	0.4066102657
722	0.4057021864
723	0.4054362696
724	0.404739551
725	0.4039040342
726	0.4036720757
727	0.4027353238
728	0.4019212689
729	0.4011775129
730	0.4009618579
731	0.4000618884
732	0.3999040868
733	0.3991086456
734	0.3981144642
735	0.3979011386
736	0.3973654739
737	0.3967056884
738	0.3961969726
739	0.3955392114
740	0.3948987405
741	0.3946643468
742	0.3937354543
743	0.3927992615
744	0.3925842965
745	0.3918395876
746	0.3916165906
747	0.3914726785
748	0.3909017083
749	0.3907092539
750	0.3898175804
751	0.3891663777
752	0.3886043894
753	0.3880138143
754	0.3873892922
755	0.3867744837
756	0.3866350049
757	0.3859849589
758	0.3853587195
759	0.3851288193
760	0.3846284507
761	0.3841288205
762	0.3836112022
763	0.3833449435
764	0.3827912564
765	0.3821286477
766	0.3818257797
767	0.3810621602
768	0.3804080073
769	0.3800645351
770	0.3795005584
771	0.3788219586
772	0.3784298203
773	0.3778991676
774	0.377235406
775	0.3770311197
776	0.3766014235
777	0.3758449845
778	0.374982642
779	0.3748167124
780	0.3746492246
781	0.3744701931
782	0.3738282686
783	0.3730649379
784	0.3726005807
785	0.371984929
786	0.3715380352
787	0.3709807074
788	0.3707073463
789	0.3703930038
790	0.3698640351
791	0.3692889892
792	0.3686769782
793	0.3680042898
794	0.3678470471
795	0.3672489252
796	0.3669029044
797	0.3666215753
798	0.3662572095
799	0.3655389594
800	0.3650701812
801	0.3647981428
802	0.3639772176
803	0.363509833
804	0.3630575402
805	0.3624949109
806	0.3617482407
807	0.3617177021
808	0.3615381234
809	0.3614038954
810	0.3608824268
811	0.3604227333
812	0.3597830036
813	0.3594646887
814	0.3589630918
815	0.3583829354
816	0.3577563152
817	0.3570929223
818	0.3565563362
819	0.3564337275
820	0.3562648298
821	0.3555319305
822	0.35502719
823	0.3544019464
824	0.353712344
825	0.3529782637
826	0.3523754593
827	0.3522194485
828	0.3514815538
829	0.3509332655
830	0.3507846726
831	0.3503669289
832	0.3497402093
833	0.3491255879
834	0.3485845002
835	0.3483026421
836	0.347813009
837	0.3475430617
838	0.3469138711
839	0.3465125987
840	0.3458458622
841	0.345219566
842	0.3448201873
843	0.3440652634
844	0.3436707867
845	0.343064792
846	0.3425421159
847	0.3419692596
848	0.3414111047
849	0.3408469286
850	0.3402546658
851	0.3401009152
852	0.3396306012
853	0.3393975458
854	0.3387632999
855	0.338624839
856	0.3381024317
857	0.3374040828
858	0.3368553872
859	0.336202099
860	0.3357258187
861	0.3351162533
862	0.3345436547
863	0.3343539529
864	0.3337154164
865	0.3332452913
866	0.3329536704
867	0.3325188943
868	0.3323752319
869	0.3322082242
870	0.3318266147
871	0.3312976807
872	0.3308253882
873	0.3305097951
874	0.3298610012
875	0.3295203079
876	0.3289434613
877	0.3284068983
878	0.3282515082
879	0.3281449007
880	0.3276242766
881	0.327510282
882	0.3270584883
883	0.326462044
884	0.3261744684
885	0.32588374
886	0.325647589
887	0.3250627109
888	0.3246676028
889	0.3243332616
890	0.3237816669
891	0.3236721532
892	0.3230906027
893	0.3226049831
894	0.322090135
895	0.3217201964
896	0.3212732626
897	0.3211735723
898	0.3207585934
899	0.3207258541
900	0.3202190562
901	0.32003224
902	0.3194215884
903	0.3190660528
904	0.3184926186
905	0.3180534401
906	0.3174369383
907	0.3173878417
908	0.3170128449
909	0.316890374
910	0.3166379586
911	0.3164146416
912	0.3162547271
913	0.3157598193
914	0.3154262364
915	0.3152632089
916	0.3148538776
917	0.3145169016
918	0.3142292588
919	0.3141355011
920	0.3138049723
921	0.3132866813
922	0.3127741625
923	0.3123895716
924	0.3121368522
925	0.3115864572
926	0.3111864693
927	0.3107544168
928	0.3103792084
929	0.3099512248
930	0.3095018392
931	0.3090562887
932	0.3087249374
933	0.3083125995
934	0.30791344
935	0.3078549834
936	0.3076065054
937	0.3071903665
938	0.3068942315
939	0.3067942644
940	0.3063461083
941	0.306007331
942	0.3059685086
943	0.3056649256
944	0.3054533109
945	0.3050424422
946	0.3044981413
947	0.3041637573
948	0.3038541447
949	0.3033594257
950	0.3028329584
951	0.3023475199
952	0.3022089496
953	0.3019509987
954	0.3019235661
955	0.3015911026
956	0.3012882689
957	0.3009460264
958	0.3004977269
959	0.3003716675
960	0.3002748994
961	0.2998034767
962	0.2994405286
963	0.2992356977
964	0.2987415683
965	0.298427562
966	0.2979788752
967	0.2977736752
968	0.2972926723
969	0.2969486889
970	0.2966187
971	0.2962283974
972	0.2959599663
973	0.2953686722
974	0.2949629494
975	0.2948477502
976	0.2944901466
977	0.2943225638
978	0.2940573317
979	0.293635389
980	0.2932800837
981	0.2930772717
982	0.2926592769
983	0.2923318373
984	0.2917080703
985	0.2913332417
986	0.2908745471
987	0.2903283049
988	0.2899083592
989	0.289505485
990	0.2889980335
991	0.2887267691
992	0.2883168061
993	0.2879315484
994	0.2875650118
995	0.2873219558
996	0.2871940794
997	0.2866925211
998	0.2863489341
999	0.2862114852
